N°;type-id;thematic-id;Titre;author-id;editor-id;Mentions d'édition;Date de publication;Pagination;Tomaison;collection-id;language-id;ISSN - ISBN;Support;Adresse Document Source;Lien URL;localisation-id;Cote;Résumé;Statut;
635;21;13;Immobilier : le Pays basque sous tension;379;22;Non;19/10/17;24 p.;Non;111;5;Non;Physique;Non;Non;1;HAB 00039;Le dossier comprend les articles suivants : les écarts se creusent - des prix très contrastés - une maison sur le toit - Biarritz - une ville sans contraintes - j'habite chez ma kiné - les nouveaux programmes à Bayonne - les nouveaux programmes à Anglet - Ustaritz suscite l'engouement - Hendaye attire à nouveau - le succès des maisons en accession sociale - le Prêt à taux zéro - comment l'Etat entend libérer du foncier - un nouveau contrat de location de courte durée - rénovation thermique : les aides repensées - les recours dans le collimateur.;Disponible;
571;6;4;Charte architecture et paysage : Fiches actions;50;291;Non;01/09/16;48 pages;2;111;5;978-2-9557791-0-1;Physique;Non;Non;1;ARC 00006;Les fiches pédagogiques (volume 2) permettent d'accompagner les projets des habitants des vallées d'Aspe - de Barétous - de Josbaig - d'Ossau et du Piémont oloronais;Non disponible;
628;13;13;Logement étudiant : observer pour décider;174;167;Non;01/09/17;46 p.;Non;111;5;979-10-9077-08-8;Physique & en ligne;Non;http://www.fnau.org/wp-content/uploads/2017/09/guide-logement-etudiant-web.pdf;3;HAB 00038 (2);L’absence de connaissance fine du logement étudiant dans les territoires a mené à la formation d’un groupe de travail - composé du réseau des collectivités Enseignement supérieur et Recherche - des ministères chargés de l’ESR - du Logement et de l’Habitat Durable et d’un ensemble d’acteurs de terrain. Le but était de développer une méthodologie pour mettre en place des observatoires locaux du logement étudiant. Ce guide donne les clés de compréhension de la diversité des profils étudiants et des besoins des territoires d’observer le logement étudiant. Il met en lumière les enjeux du logement étudiant et donne une méthodologie pour monter des observatoires locaux.;Disponible;
624;21;9;Métroscope - 50 indicateurs clés pour les métropoles françaises;174;167;Non;01/06/17;62 p.;Non;111;5;Non;Physique & en ligne;Non;http://www.fnau.org/fr/publication/metroscope/;3;ECO 00043 (2);Métroscope propose une analyse du phénomène métropolitain - pour comprendre les dynamiques à l’œuvre au sein des quinze métropoles issues de la loi MAPTAM qui maillent le territoire français. Un an après la signature du Pacte Etat-Métropoles - France urbaine - la Fédération des agences d’urbanisme (FNAU) et l’Assemblée des communautés de France (AdCF) - associées au Commissariat général à l’Egalité des Territoires (CGET) - ont souhaité initier une démarche de connaissance et d’observation en réseau des métropoles françaises - permettant d’appréhender la diversité de leurs configurations - atouts territoriaux respectifs et modes de gouvernance. Ce document s’appuie sur l’expertise dans le domaine de l’observation territoriale de l’ingénierie publique et parapublique : y a contribué une communauté de spécialistes des agences d’urbanisme - des métropoles - des associations d’élus et du CGET avec le soutien du ministère de la Cohésion des Territoires et de la Caisse des Dépôts. ;Disponible;
614;21;1;Les dossiers FNAU | # Ville des intelligences - # territoires numériques;174;167;Non;01/06/17;23 p.;Non;111;5;1295-5760;Physique & en ligne;Non;http://www.fnau.org/fr/publication/ville-des-intelligences-territoires-numeriques/;3;AMT 00083 (2);La ville intelligente et la transition numérique interpellent les agences d’urbanisme dans leur philosophie d’action - leurs missions et l’évolution de leurs métiers pour accompagner les mutations des territoires dans lesquels elles travaillent. La FNAU a donc inscrit à l’agenda de ses actions 2017-2018 une démarche sur le numérique. Afin d’identifier des axes de travail partagés en réseau par les agences et formuler l’action spécifique de la FNAU - un travail d’enquête auprès des agences a été réalisé début 2017 pour mieux connaître les actions conduites par les agences d’urbanisme et les stratégies de leurs territoires. Ce matériau a permis de tracer les premières orientations de la réflexion et a servi de base à un débat du Bureau de la FNAU avec le député Luc Belot dans le cadre de sa mission parlementaire sur la ville intelligente. Ce dossier FNAU n° 41 donne donc à voir comment les Agences d’urbanisme se sont emparées des questions de transition numérique. Comment appréhendent-elles les mutations liées à ces questions ?;Disponible;
615;21;3;Trais d'agence : toujours avec elles;174;167;Non;20/03/17;23 p.;Non;111;5;Non;Physique & en ligne;Non;http://www.fnau.org/fr/publication/toujours-avec-elles/;3;AMU 00158 (2);Le Traits d’agences du printemps 2017 se consacre à la place des femmes dans l’espace public - les politiques publiques et la politique. En effet - les perceptions et usages de l’espace public ne sont pas les mêmes pour les femmes et les hommes - ainsi l’aménagement de l’espace public doit être pensé et réalisé au prisme de ce constat. De plus - les disparités liées au genre restent nombreuses dans les territoires - qu’il s’agisse de l’accès à l’emploi et à la formation - au logement ou encore à l’organisation des services urbains. Enfin - il reste un long chemin à parcourir afin l’existence d’une parité réelle en politique. Ainsi Toujours avec elles offre un état des lieux de la place des femmes en France.;Disponible;
617;21;3;Le réseau des agences d'urbanisme et la FNAU 2016;174;167;Non;01/06/17;11 p.;Non;111;5;Non;Physique & en ligne;Non;http://www.fnau.org/fr/publication/rapport-dactivites-2016/;3;AMU 00174;Retrouvez les publications et les évènements phares qui ont fait l’actualité de la FNAU : Publications : Observ'agglo - Métroscope - Traits d'agence : Les nouvelles mobilités et Territoires no(s) limite(s) sur la 37è rencontre  - les dossiers Fnau : le logement abordable les enjeux du bail réel immobilier - Enjeux économiques territoriaux…  - Territoires et loyers : premières analyses thématiques. Organisation d’évènements : nationaux 37ème rencontre Territoires No(s) Limite(s) - la future rencontre 2017 à Strasbourg - et évènements internationaux : Habitat III et Climate chance.;Disponible;
616;21;18;Identitités métropolitaines - patrimoine - sentiment d'appartenance;72;283;Non;01/06/17;54 p.;Non;111;5;Non;Physique & en ligne;Non;http://www.aua-toulouse.org/spip.php?article1757;1;HUM 00029;Après le numéro zéro sur le fait urbain et métropolitain - ce nouveau numéro de Belvede_ - intitulé « Identités métropolitaines - patrimoine - sentiment d’appartenance » - interroge la manière dont se fondent les identités métropolitaines : récit historique - construction politique - marketing territorial… De l’identité aux appartenances - comment les habitants construisent-ils leur rapport au territoire ? Le patrimoine – architectural - urbain - paysager - culturel - immatériel – est ici convoqué comme élément en partage et donc rassembleur. Au fil des pages - la diversité des regards et des points de vue qui s’expriment nous invitent à explorer la pluralité de nos identités métropolitaines - les multiples facettes de ce qui fait patrimoine - de ce qui forge notre sentiment d’appartenance au territoire. En cela - ce numéro répond à l’ambition première de la revue : décrypter le fait métropolitain dans toute sa richesse et sa complexité.;Disponible;
622;21;18;Expression (S) : Habiter la Nouvelle-Aquitaine en citoyens;90;250;Non;30/11/16;56 p.;Non;111;5;Non;Physique & en ligne;Non;http://ceser-nouvelle-aquitaine.fr/actes-habiter-nouvelle-aquitaine-citoyens/;1;HUM 00030;Le CESER contribue aujourd’hui comme hier à « faire région ». Perpétuant une tradition d’organiser un rendez-vous annuel autour d’une thématique qui intéresse notre société à vivre ensemble - le CESER Nouvelle-Aquitaine a organisé son 1er colloque pour traiter une question emblématique : « Habiter la Nouvelle-Aquitaine en citoyen ». Une compilation des interventions des personnes-ressources et des invités qui ont rythmé le colloque est à votre disposition. Vous y trouverez les temps forts des débats en plénière et dans les ateliers thématiques et en conclusion - l’intervention de Jean Viard - sociologue. Vous y trouverez également le « off » - les réflexions - questions - remarques des participants dont quelques-unes ont été captées et restituées  dans « les murs ont des oreilles ».;Disponible;
625;13;16;Prévenir et gérer les déchets de chantier;270;109;Non;01/01/09;199 p.;Non;111;5;9782-281-12721-8;Physique;Non;Non;1;RES 00003;"Outil pratique"" Prévenir et gérer les déchets de chantier"" propose une méthode pour accompagner l'ensemble des professionnels concernés pour la prise en compte et l'optimisation de la prévention de la production des déchets ou la gestion des déchets générés - de la préparation du projet jusquà la réception de l'ouvrage. Etape par étape - sous forme de 17 fiches - cette méthode illustrée par des tableaux - synoptiques et photos - apporte aux différents acteurs tous les moyens pour mettre en oeuvre des actions de prévention et de limitation de la production des déchets et  pour gérer les déchets produits conformément à la réglementation.";Non disponible;
623;21;13;L'essentiel : la densité urbaine;85;254;Non;01/05/10;8 p.;Non;111;5;Non;Physique;Non;Non;1;HAB 00037;La prise de conscience des dysfonctionnements générés par l’étalement urbain a ramené la question de la densité au centre du débat sur la ville et ses formes urbaines. De nombreux facteurs amènent - aujourd’hui - à poser le débat sur la densité - en termes renouvelés : la mise en oeuvre du Grenelle de l’Environnement avec le plan «ville durable» - la lutte contre le réchauffement climatique et la recherche d’un nouveau modèle de déplacements à substituer au «tout voiture» - ainsi que l’idée d’un nouveau «contrat social» reposant sur la mixité de l’habitat et la diversité des fonctions urbaines - sont des objectifs à poursuivre dans le cadre de l’action publique. Enfin la hausse vertigineuse des prix des terrains pousse à optimiser les ressources foncières. Refaire la ville sur la ville suppose un certain niveau de densité. Comment alors surmonter les obstacles d’ordre psychologique pour arriver à définir une densité « désirable » et rendre acceptable l’idée qu’une ville dense peut aussi correspondre à un cadre de vie de qualité ? La densité a mauvaise presse - car elle fait référence à l’urbanisme des grands ensembles. Les tours et les barres sont souvent dénoncées par les habitants comme appartenant à des quartiers trop denses - sans qu’ils le soient en réalité. Cette densité urbaine est ressentie comme oppressante - alors qu’elle est nettement inférieure à la densité bien réelle des centres historiques. D’autres facteurs de perception sociaux - culturels - contextuels - ... comme l’image de la ville ou du quartier - la mixité fonctionnelle - la place du végétal - le climat social local - l’animation et l’ambiance urbaine - ... sont déterminants dans l’appréciation d’un lieu et de son urbanité. Il convient donc de dépasser ces préjugés et les idées reçues pour réfléchir aux vertus de la densité. Tel est l’objectif de cette fiche synthétique et pédagogique qui redéfinit le terme de « densité » et argumente sur les principaux avantages d’une ville dense.;Disponible;
